	SRR7124572	SRR7124582	SRR7124583	SRR7124584	SRR7124585	SRR7124586	SRR7124587	SRR7124590	SRR7124591	SRR7124601	SRR7124602	SRR7124605	SRR7124606	SRR7124607	SRR7124608	SRR7124636	SRR7124647	SRR7124674	SRR7124676	SRR7124678	SRR7124679	SRR7124680	SRR7124693	SRR7124695	SRR7124696	SRR7124697	SRR7124698	SRR7124699	SRR7124700	SRR7124701	SRR7124702	SRR7124703	SRR7124706	SRR7124717	SRR7124718	SRR7124720	SRR7124721	SRR7124722	SRR7124723	SRR7124724	SRR7124725	SRR7124726	SRR7124727	SRR7124757	SRR7124758	SRR7124760	SRR7124761	SRR7124762	SRR7124763	SRR7124764	SRR7124765	SRR7124766	SRR7124767	SRR7124768	SRR7124769	SRR7124770	SRR7124772	SRR7124789	SRR7124806	SRR7124807	SRR7124808	SRR7124812	SRR7124814	SRR7124827	SRR7124831	SRR7124841	SRR7124845	SRR7124849	SRR7124860
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Candidatus_Stoquefichus.s__Candidatus_Stoquefichus_sp_KLE1796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Catenibacterium.s__Catenibacterium_mitsuokai	0	0.0057	0.00158	0	0	0	0	0.12746	0	0	0	0	0	0	0	0	0	0.58198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08816	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Coprobacillus.s__Coprobacillus_cateniformis	0	0	0.0019	0	0	0.02042	0.23396	0	0	0	0	0	0	0.00697	0	0	0	0	0	0	1.64755	0	0	0	0	0.0078	0	0	0	0	0	0	0	0	0	0	0.00087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033	0	0	0	0	0.01186	0	0	0	0	0	0.00503	0.02419	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Dielma.s__Dielma_fastidiosa	0	0	0	0	0	0	0.00359	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13131	0.02751	0	0	0	0	0.00333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00215	0	0	0	0.02533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Clostridium_cocleatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Clostridium_innocuum	0	0.006	0	0	0.04553	0	0	0	0	0	0	0	0.04376	0.04626	0.06305	0	0.00797	0	0.00423	0	0.32538	0.02977	0.09629	0	0	0.3269	0.00878	0	0.00114	0	0	0.02248	0.44917	0	0	0	0.30906	0	0.00083	0	0.00777	0.00803	0	0.51688	0	0	0	0.025	0	0	0.00673	0	0	0	1.96928	0	0	0	0	0	0	0	0	0.0018	0	0	0.03363	0.0478	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Clostridium_spiroforme	0	0	0	0	0	0	0	0.02183	0.00476	0	0	0	0.0916	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12275	0	0.00137	0	0	0	0	0.00063	0	0	0	0.01595	0	0.0097	0	0	0	0	0	0	0	0	0.00193	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0.00085	0.43875	0.0158	0.05156	0	0	0	0	0.20262	2.12874	0.12168	0	0.169	0.00356	0	0	8.88832	0.09349	0.00077	9.00E-04	0	0.64057	0.0096	0	0.16575	0	0	0.00127	0.65881	0	0	0.00902	0.31347	0.00238	0.0036	0.00158	0.04286	0.00502	3.00E-04	0	0	0.17086	0.03797	0.0203	0.00056	0.00393	0.04555	0.28685	0	0.01504	2.56298	0	0	0	0.00119	0.84206	0	0	0	0.00309	0	0.00345	0	0.06054	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Erysipelothrix.s__Erysipelothrix_larvae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03414	0	0	0	0.29514	0	0	0	0	0	0	0.19891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalicoccus.s__Faecalicoccus_pleomorphus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalitalea.s__Faecalitalea_cylindroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemanella.s__Holdemanella_biformis	0.2918	0.09239	1.6678	0	0.04398	0	0	0	0	0	0	3.23263	0	0	0	0	0	0.36068	0.49905	0	0	0	0	0	0.36383	0	0	0.89665	0	1.80641	0	0	0	0	0	0.69698	0	0	0	0	0	0	0.66263	0	0	0	0	0	0	0	0	0	1.73168	0	0	0	0	0	0	0	0	0	0	0	0.457	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemania.s__Holdemania_filiformis	0	0	0.00475	0.04231	0	0	0	0.03371	0	0	0	0	0	0	0	0.03261	0	0	0	0	0	0.03938	0	0.00524	0	0	0.00362	0	0	0	0	0.01183	0	0	0.01319	0	0	0.052	0.00159	0	0	0.00283	0	0.04333	0	0	0.0074	0.01072	0	0.07379	0	0	0	0.02548	0	0	0.05168	0.00414	0.01296	0.01911	0	0	0	0.03738	0.00921	0.00026	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Massiliomicrobiota.s__Massiliomicrobiota_timonensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Solobacterium.s__Solobacterium_moorei	0	0	0	0	0	0	0	0.00022	0	0	0	0	0	0	0.00116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter.s__Turicibacter_sanguinis	0.04094	0.12872	0.04344	0	0.00163	0.02522	0	0	0	0	0	0	0	0	0	0	0.1835	0.08154	0.01945	0	0	0.00124	0.00214	0.01121	0	0.02539	0	0	0	0	0.02225	0	0	0	0	0	0	0.00278	0	0	0	0	0	0.08292	0	0.00329	0.00218	0	0.01657	0	0	0	0	0.0196	0	0	0	0.00505	0.00038	0	0.21408	0	0.0044	0.00937	0	0	0	0.1124	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Acidaminococcus.s__Acidaminococcus_fermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Acidaminococcus.s__Acidaminococcus_intestini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00474
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Acidaminococcus.s__Acidaminococcus_sp_CAG_542	0	0	0	0	0	0	0.06411	0	0	0	0	0	0	0	0	0	0	0.01103	0.08573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium.s__Phascolarctobacterium_faecium	0.0157	0	0	0.42264	0	0	0	0.02752	0	0.76029	0.32401	0.11086	0	2.7977	0.01924	0.00022	0	0	0	0.00193	0.76525	0.58975	0	0.52944	0.00033	0	0.56089	0.2211	0.0239	0.50696	0.27336	0.80438	0.02086	0.33283	0.00458	0.00173	0.07166	0.0775	0.73258	0.82448	0	0.35091	0.25062	1.48027	1.30028	0.14962	0.49881	0.32313	1.72005	0.48932	0.2692	0.01245	1.44146	0	0	0	1.19506	0.44113	0.3616	0.27358	0.03939	0.01624	1.8731	0	1.69108	0.81417	0.19709	0	3.43163
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium.s__Phascolarctobacterium_sp_CAG_266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Acidaminococcales.f__Acidaminococcaceae.g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens	0	2.15547	4.10571	0	0	2.43922	0	0	0	0	0	0	0	0	0	2.27271	0	3.813	0.94878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31523	0	0	0	0	0	0	0	2.8004	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas.s__Megamonas_funiformis	0	0.01296	0	0.03278	5.9911	0.00515	0.00549	9.23332	0.00571	3.78597	0.01688	1.78082	0.02656	0.00203	0.0153	0.00029	0.00817	0	2.2727	1.30766	0.00261	0.00252	0.00609	0.00217	0.3285	0	0.00676	7.14755	27.82479	0.90011	0	0	3.19104	0.00256	0.36865	0.00362	17.6551	8.62737	0.00469	0	0.00208	0	0.33442	0.01168	0	0.00783	0.0091	0.03791	0.00614	0.02993	0	0.34658	0	0.00306	0.00461	0.10508	0	0	0.00371	0.01997	0	0.01721	0.01677	3.48204	0.19509	0	0.01186	0.00178	1.00714
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas.s__Megamonas_funiformis_CAG_377	0	0	0	0	0	0	0.00298	0	0.00614	0	0	0	0	0	0	0	0	0	0	0	0.00188	0	0	0.00016	0	0	0	0.0175	1.14181	0	0	0	0	0	0	0	0	1.12336	0.00024	0	0	0	0.01717	0	0	0	0	0	0	0	0	0	0	0.00111	0.00133	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas.s__Megamonas_hypermegale	0	0	0	0	1.06411	0	0	3.65403	0.00385	1.20803	0.01038	0.05754	0	0.00924	0	0	0	0	0.1122	0.81239	0.00152	0	0	0	0.04512	0	0	7.68692	6.61384	0.11798	0	0	1.2307	0	0.03018	0	4.29311	0.89114	0	0	0	0	0.19976	0	0	0	0	0	0	0	0	0.15004	0	0.00082	0	0.01188	0	0	0	0	0	0	0	0.98829	0.03574	0.0013	0	0	0.23951
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Megamonas.s__Megamonas_rupellensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Mitsuokella.s__Mitsuokella_jalaludinii	0	0.08221	0.38077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40047	0	0	0	0	0.08013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Mitsuokella.s__Mitsuokella_multacida	0	0.29256	0.00627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Selenomonas.s__Selenomonas_noxia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Allisonella.s__Allisonella_histaminiformans	0.00491	0.00522	0.00091	0.00359	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00547	0.00033	0	0	0.00502	0	0	0.00023	0	0	0	0.09277	0	0	0	0.01244	0	0	0	0	0	0	0	0	0.01158	0	0	0	0	0	0	0.00099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00821	0.00066	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Anaeroglobus.s__Anaeroglobus_geminatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister.s__Dialister_invisus	0	0	0	0	0	0	0	0	0	0	0	0	0.06555	0	0	0	0.00629	0	0	0	0.42134	0	0.03958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05379	0	0	0	0	0	0.05647	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister.s__Dialister_micraerophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister.s__Dialister_pneumosintes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister.s__Dialister_sp_CAG_357	0	0	0	0	0	0	0	0	8.54213	0	0	10.37333	0	0	0	0	0	0	0	0	0	0	0	0	0.00291	0	0.3752	0	0	0	0	0	0	0.00022	0	0	0	0	0	0	2.20391	1.14593	0.0922	0	0.55864	0	0	6.46063	0	0	0	1.86099	0.00283	1.69748	0	0	0	0	0	0	0	4.91954	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister.s__Dialister_succinatiphilus	0	0.00349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2204	0.03938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Megasphaera.s__Megasphaera_elsdenii	0	0.07402	0	0	0.02825	0	0	0	0	0	0	0.09682	0	0	0	0	0	0.39393	0.04323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07951	0	0	0	0	0	1.48157	0	0	0	0	0.43566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02803	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Megasphaera.s__Megasphaera_micronuciformis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00917	0	0	0	0	0.00846	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03484	0	0	0	0	0	0	0	0	0	0	0	0.00144	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_atypica	0.00964	0	0	0	0	0	0	0	0	0	0	0	0.23291	0	0.0964	0	0	0	0	0.24566	0	0	0.10449	0	0	0.08911	0.00463	0	0	0	0	0.00687	0	0	0	3.37409	0	0.00055	0	0	0.89879	0	0.0042	0	0.00736	0.00252	0.09681	0	0	0	0.00094	0	0.00036	0.00529	0.04643	0	0	0.00215	0	0	0.00983	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_denticariosi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_dispar	0.01185	0	0	0	0	0	0	0	0	0	0	0	0.26404	0	0.01681	0.0023	0	0.00478	0	0.0619	0	0	0.00247	0	0	0	0	0	0	0	0	0.01317	0	0	0	0.00201	0	0.00387	0	0	0.00227	0.00422	0	0	0.00332	0.00371	0	0	0	0	0	0	0.00362	0	0	0	0	0.00749	0.01291	0	0.00211	0	0	0	0	0	0.00307	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_infantium	0.00304	0	0	0	0.00532	0	0	0	0	0	0	0	0.03334	0	0.00714	0	0	0	0	0.01783	0	0	0.00536	0	0	0.00293	0	0	0	0	0	0.00806	0	0	0.0036	0.00471	0	0.00237	0	0	0	0.00785	0.00082	0	0	0.01011	0	0	0	0	0	0	0	0	0	0	0	0.00718	0	0	0.00087	0	0	0	0	0	0.06338	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_parvula	0.14358	0	0	0.00271	0.10918	0	0	0	0	0	0	0	8.51235	0	0.01094	0	0.09109	0.04838	0	0.04796	0	0	0.10685	0	0	0.28428	0.28303	0.00809	0.02768	0	0	0.03908	0	0	0.00638	0.17832	0	0.03936	0	0	1.85246	0.02568	0	0	0	0.01491	0.08593	0	0	0	0	0	0	0.01071	0.02215	0.00081	0	0.05626	0	0	0.01562	0	0	0	0	0	0.14358	0.05339	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_rodentium	0	0	0	0	0	0	0	0	0	0	0	0	0.01333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_rogosae	0	0	0	0	0.00092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00091	0	0	0	0	0	0	0	0	0.0022	0	0	0.00417	0	0	0.00953	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0	0.00782	0	0	0	0	0	0	0	0	0.00397	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_sp_T11011_6	0.00093	0	0	0	0	0	0	0	0	0	0	0	0.0325	0	0.01064	0	0	0	0	0.00607	0	0	0.00547	0	0	0	0	0	0	0	0	0.00869	0	0	0	0.05927	0	0	0	0	0.03369	0	0	0	0	0.00476	0.00146	0	0	0	0	0	0	0.00096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Veillonella.s__Veillonella_tobetsuensis	0	0	0	0	0	0	0	0.00306	0	0	0	0	0.03438	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01028	0	0	0	0.02147	0	0	0	0	0	0	0	0	0.00789	0	0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Anaerococcus.s__Anaerococcus_lactolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Anaerococcus.s__Anaerococcus_vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Parvimonas.s__Parvimonas_micra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Parvimonas.s__Parvimonas_sp_KA00067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Peptoniphilus.s__Peptoniphilus_lacrimalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00075	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Tissierellia.o__Tissierellales.f__Peptoniphilaceae.g__Peptoniphilus.s__Peptoniphilus_sp_BV3C26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium.s__Fusobacterium_gonidiaformans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Fusobacteria.c__Fusobacteriia.o__Fusobacteriales.f__Fusobacteriaceae.g__Fusobacterium.s__Fusobacterium_mortiferum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10222	0	0	0	0	0	0	0	0	0	0
