	CM.82_WGS	CM.79_WGS	CM.67_WGS	CM.580_WGS	CM.574_WGS	CM.555_WGS	CM.553_WGS	CM.536_WGS	CM.532_WGS	CM.530_WGS	CM.528_WGS	CM.525_WGS	CM.520_WGS	CM.514_WGS	CM.512_WGS	CM.511_WGS	CM.490_WGS	CM.486_WGS	CM.47_WGS	CM.466_WGS	CM.454_WGS	CM.445_WGS	CM.443_WGS	CM.439_WGS	CM.438_WGS	CM.437_WGS	CM.432_WGS	CM.425_WGS	CM.418_WGS	CM.413_WGS	CM.412_WGS	CM.409_WGS	CM.408_WGS	CM.403_WGS	CM.402_WGS	CM.397_WGS	CM.395_WGS	CM.392_WGS	CM.389_WGS	CM.382_WGS	CM.378_WGS	CM.376_WGS	CM.375_WGS	CM.373_WGS	CM.370_WGS	CM.369_WGS	CM.367_WGS	CM.366_WGS	CM.364_WGS	CM.361_WGS	CM.358_WGS	CM.347_WGS	CM.345_WGS	CM.343_WGS	CM.342_WGS	CM.340_WGS	CM.339_WGS	CM.335_WGS	CM.328_WGS	CM.317_WGS	CM.316_WGS	CM.310_WGS	CM.308_WGS	CM.294_WGS	CM.291_WGS	CM.29_WGS	CM.289_WGS	CM.285_WGS	CM.284_WGS	CM.283_WGS	CM.278_WGS	CM.275_WGS	CM.24_WGS	CM.228_WGS	CM.208_WGS	CM.206_WGS	CM.199_WGS	CM.178_WGS	CM.177_WGS	CM.164_WGS	CM.162_WGS	CM.16_WGS	CM.152_WGS	CM.147_WGS	CM.146_WGS	CM.129_WGS
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_salivarius	0	0	0.46065	0.15729	0.03489	0	0.12247	0.04734	0	0.46044	0	0.01198	0	0	0.07914	0.00506	0.05604	0	0	0.01341	0.65716	1.53096	0	0	0	0.18576	2.26031	0	6.61749	0	0.5089	0.47309	0.00551	0.007	0.09517	0.33387	0.51847	0	0.09529	0.14277	0.01386	0	0	0	0	0.46646	0	0.0171	0.03585	0	0.03339	0	0.2417	0	0.01236	0.11598	0	0	0.08521	0.01764	0.7421	0.1839	0.41662	0.02222	0	0	0	0.44404	11.62187	0.12908	0	0	1.35728	0	0	0.05409	0	0.0017	0.00778	0.02329	0.02211	0.01768	0	0	0	0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sanguinis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01203	0	0	0	0	0	0	0	0	0	0	0	0.06449	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sp_A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00231	0	0	0	0.03172	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02029	0	0	0	0	0	0	0	0	0	0	0	0.07678	0.00156	0	0	0	0	0	0	0	0	0	0	0.0053	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_sp_F0442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_thermophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Bacilli.o__Lactobacillales.f__Streptococcaceae.g__Streptococcus.s__Streptococcus_vestibularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_baratii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_bolteae_CAG_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_neonatale	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_perfringens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_167	0	0	0.06837	0.21406	0.18594	0	0.07259	0	0.04847	0.03945	0	0.24059	0	0	0	0.16607	0	0	0.00436	0	0.17162	0	0	0.5387	0	0	0.31948	0.00976	0.17128	0	0	0	0	0.02181	0.11641	0.54776	0	0	0	0	0	0	0	0	0.03787	0.07972	0	0	0	0.02608	0	0.01231	0	0	0	0.00952	0	0	0	0	0	0.07871	0	0.11676	0	0	0	0	0.018	0.12383	0.05222	0.1388	0	0	0	0	0	0	0	0.00865	0.01519	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_253	0	0	0.079	0	0	0	0	0	0	0.20855	0	0	0	0	0	0	0	0	0.11755	0.01861	0	0	0	0	0	0	0.06945	0	0.16373	0	0	0.02422	0	0	0	0.0471	0.01383	0	0	0	0.07231	0	0	0	0	0	0	0.01786	0	0	0	0	0	0	0	0.37948	0	0	0	0	0	0.06142	0.23818	0.17343	0	0	0	0	0	0.00809	0	0.05923	0	0	0	0	0	0	0	0	0	0	0.00359	0.08299	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_411	0.33535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12088	0	0	0	0	0	0	0	0	0	0	0.52875	0.05404	0	0	0	0.37551	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_413	4.19447	17.36019	0.24063	0	0	0	0	0	1.93306	0	0	0	0	0	0	0	0	0	0.04729	0	0	0	0	0	0	0	0	7.43394	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22319	0	0	0	0	0	0	0	0	0	0.00449	0	6.67257	0	0	0	0	0	0	0	0	0	0	6.10032	3.91402	2.34898	0	0	0	0	0	0	0	0	0	4.92739	0	0	0	0	0	0.28874	0	0	13.55527
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_510	6.43856	0.00902	0.46724	5.7026	0	0	2.16118	0	0.02979	0	0	0	0	0.30308	0	0	0	0	0.01074	0	0	0	0	0.56427	0	0	3.01143	4.97146	0	0	0	0.26329	0.3032	0	5.17636	1.3328	2.56667	0	0	0.30361	0.5028	0.5916	0.00393	0.01458	0.9466	0	0	0.48029	0	0	0	0	0	0.87051	0	0.22946	0.00428	0	0	5.94148	0	0	0	0.93534	0.09516	0.82653	0	0	0	0	1.7297	0.1532	0	0	0	0.52743	0.64632	0.23715	0	0	0.80845	0.02746	0	4.27508	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_590	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23919	0.04606	0	0	0	0	2.56756	0	0	0	0	0	0	0.15536	0	0.2747	0	0.16824	0.1133	0.15202	0	0	0	0.61095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32728	0.10013	0	0	0	0	0.4591	0	0	0	0	0	0	0	0	0	0	0.09218	0.30415	0.08603	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_632	0.18396	0.07058	0.05583	1.08348	0	0	0.08718	0	0	0	0	0	0	0	1.15152	0	0.01228	0	0.15894	0	1.27249	0	0	0	0	0.62556	0	1.49524	0.07573	0	0.8282	0	0	0.20928	0	0.07562	0	0	0.02266	0	0.07415	0	1.26301	0.05015	0	2.36	0	0	0	0.01975	0	0	0	0	0	0	0	0	0	0.37002	0	0	0	0	0.20496	0	0	0	0	0.01824	0.24363	0	0	0	0	0.06193	0.08271	0.1549	0.19673	0	0	0	3.67384	0.20794	0.06273	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_sp_CAG_964	0	2.42995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15412	0	0	0	0	0	0.11192	0.10224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28489
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Clostridium.s__Clostridium_ventriculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Hungatella.s__Hungatella_hathewayi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0373	0	0	0.28569	0	0	0	0	0	0	0	0.0621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Clostridiales_Family_XIII_Incertae_Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00158	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_coprostanoligenes	0	0	0	0	0	0	0	0	0.0389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06683	0	0	0	0	0	0	0	0	0	0.12634	0	0	0	0	1.80814	0.01504	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_eligens	4.33508	0.23387	0.97504	0.779	0	0.86768	0.3669	0	0.03236	1.04378	0.80359	1.7025	0.43022	0.04529	0.09453	0.60497	0.17575	0.29034	0.69587	1.95128	0.41055	0.04867	2.76394	2.06401	0.29897	0.02895	0.63396	0	1.87253	0	0.02504	0.35303	0.2383	0.03823	0.31444	3.30405	2.71009	0.78051	0.18378	0.93428	0.21793	0.47336	0.85547	1.06228	0.12465	0.09464	0.41878	2.18279	0	0	2.82591	0.48648	0.43975	0	0	0.92048	0.26058	0.41667	0.03216	0.21162	0	0.09939	1.02195	0.10697	0.47001	0.66227	0.26803	0.26756	0.41954	0.13369	1.79655	1.06165	0.22725	0.52756	3.42074	5.75397	0.70227	0.90179	0.12266	1.05168	0.70334	0.28733	0.71535	2.71154	0.08833	0.25433
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_hallii	0.06081	0	0.00153	0.1783	0.04273	0.07136	0	0.04309	0	0	0.11286	0.05912	0.21365	0	0.03679	0.06812	0.11518	0.0103	0.01532	0.01922	0.09218	0	0	0.0075	0.09826	0	0.00243	0.02852	0.03425	0.04052	0.03336	0.02592	0.01243	0.0124	0	0.14384	0.17976	0.01726	0	0	0.08179	0	0.00571	0	0.01679	0.01948	0	0.06398	0.05214	0.006	0.8231	0.06214	0.06031	0	0.02265	0.04538	0.03999	0	0	0.00769	0	0.03114	0.0736	0.09856	0.0689	0.05257	0.05377	0.00551	0.01285	0	0	0	0.02439	0	0	0.36367	0	0.14586	0.05296	0	0	0	0.03041	0.02438	0.03945	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ramulus	0	0	0	0.02084	0.01041	0.0115	0.00467	0.02311	0	0.09432	0.00252	0.02796	0.0048	0	0.04104	0	0.00303	0	0.02194	0.0156	0	0.08958	0	0.09404	0.02208	0	0.089	0	0	0.03828	0.02783	0.00438	0	0	0	0	0	0.01201	0	0	0	0	0.04301	0	0	0	0	0	0.06979	0.00827	0.74593	0	0	0	0	0	0.00203	0	0	0.00492	0	0.00376	0.01318	0	0.09612	0	0.03029	0	0	0	0.01239	0.04664	0.01731	0	0.01209	0.09692	0.35311	0.04579	0	0.01314	0.15701	0.02005	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_180	0	0	0.17445	3.45626	1.91166	0	0.34123	0	0.02225	2.77006	0	0.01284	0	4.52287	13.68817	0	0	0.51807	0.02094	0.24853	0	0	0	0	0	0.03309	0	0	0	0	0	0.02926	0	0.69272	0	0.34453	0	1.73437	0	0	0.04019	0	0.23803	0	0	0.43796	0	0.74797	26.5331	0	20.89025	0.73586	0	0	0	1.78799	0	0	0	0.34021	0	6.38098	0.30606	0	0.57017	0	0	0	0	0	0	0	0	0.02165	0	0.09592	0	0	0.58046	0.21336	0	6.35458	1.34099	0	0.0468	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_251	0.52869	0	0.51908	0.37092	0.57255	0	0	0	0	0	0	0.15383	0.1139	0	0.01886	0	0	0.19495	0.01857	0	0	0	0	0	0	0	0	0.10465	0.02771	0	0	0.48966	0.03494	0	0	0.05951	0	0	0	0	0	0	0	0.22758	0	0.10911	0.01911	0.61681	0	0	0	0.45417	0.1467	0	0	0.75832	0	0.0714	0.02446	0	0	0	0	0.54438	0.09305	0	0	0.11696	0	0	0	0.03295	0	0	0.09629	0	0	0.59508	0.15867	0.01673	0	0	0	0	0.03641	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_274	0	0	0	0.07352	0	0.01522	0.18207	0	0	0	0	0	0.02121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1541	0	0.01103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06141	0	0.12762	0	0	0	0	0	0	0	0	0	0.0844	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_38	0	0	0.15473	0.00486	0.08597	0	0	0	0.01258	0.12538	0.26863	0	1.71654	0	0	0.10367	0	0	0.28322	0.05136	0	0	0.14432	0	0	0	0.00727	0	0.92485	0	0	0	0.05647	0	0	0.10934	0	0.03429	0	0	0	0	0.08648	0	0.01366	0.00345	0	0	0	0	0.16499	0	0.0333	0.08708	2.34912	0	0.3061	0	0	0	0	1.88917	0	0.18475	0	0	0	0.06397	0.05028	0	0.20063	0.06763	0	0	0.06103	0.02641	0	0	0	0	0	0.00673	0	0.06501	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_CAG_786	1.25659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.08858	0	0	0	0	0	0	0	0	0	0	0.5242	0	0	0	0	0	0	0	0	0	0.0115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_sp_OM08_24	0	0.0046	0.00592	0	0	0	0	0	0	1.61696	0	0	0	0	0	0.88481	0	0	0	0	4.30459	0	0	0.55508	0	0	0.05141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01141	0	0	0	0	0.0429	0	0	1.57334	0.08272	0	0	0	0	0	0	0	0	0.08266	0	0.00751	0.11106	1.39573	0	0.00116	0	0	0	0	0	0	0	0	3.4563	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Eubacteriaceae.g__Eubacterium.s__Eubacterium_ventriosum	0	0	0	0	0.07038	0	0	0	0	0	0	0	0	0	0	0.06888	0.01223	0	0	0	0	0	0	0	0.03401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02398
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerostipes.s__Anaerostipes_hadrus	0.1048	0	0	0.03177	0	0	0	0.27701	0	0	0.12559	0.05518	0.06054	0	0	0.46057	0.01317	0	0	0	0.02212	0.03095	0	0.03666	0	0	0	0	0.0531	0.02874	0.0969	0.02303	0	0	0	0	0.19939	0.03554	0	0	0.01775	0	0	0.0458	0	0.03312	0	0.03795	0.24871	0	0	0.01771	0.00374	0	0	0.00782	0.0262	0	0.03903	0.0097	0	0	0.13259	0.05076	0.40021	0	0.06019	0	0	0	0	0	0	0.4491	0	0	0	0.12125	0	0	0.28155	0	0	0	0.19141	0.57214
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Anaerotignum.s__Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_obeum	0.25256	0.05159	0	0.07278	0.1302	0.31917	0	0.03263	0	0.01433	0.0047	0.24979	0.29363	0	0.13679	0.02948	0	0.04305	0	0	0.20665	0	0	0	0.03428	0.01737	0.01874	0.04253	0.06919	0	0	0.02346	0	0.03201	0	0.13027	0.01026	0.09134	0	0	0.15753	0.03144	0.0019	0	0.01796	0.03875	0	0.04406	0.06618	0	0.07147	0.00228	1.33907	0	0.03644	0	0	0.04245	0.01079	0	0	0.064	0.00316	0.00173	0.13061	0.24498	0	0.53113	0.02527	0	0	0	0.00776	0	0	0.58977	0	0.04231	0	0	0.01938	0.00931	0.14844	0	0	0.26025
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Blautia_wexlerae	0.16031	0	0	0.04353	0	0.03186	0.12694	0.00797	0	0.0388	1.96998	0.03941	0	0.05964	0	0.15874	0.07459	0	0.03907	0.0502	0.13309	0.0504	0.0148	0.14231	0.02822	0	0.0861	0	0	0.03259	0.84031	0.04241	0.21324	0	0.02686	0	0.32667	0.08376	0.06036	0.05216	0	0	0.02539	0.01306	0.04503	0.05524	0.01552	0	0.12031	0.17438	0	0.02098	0	0.03532	0.02242	0.64418	0.10799	0	0.00477	0.03012	0	0.03499	0.14163	0.25528	0	0	0.15016	0	0.0071	0.07503	0.1152	0.08687	0.02461	0.16212	0.02293	0	0.04309	0	0.07147	0.01313	0.40763	0	0	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0	0	0.51629	0	0.0434	0	0	0.0165	0	0.02519	0	0	0	0	0	0	0	0	0	0	0.05367	0.07102	2.52951	0	0	0	0	0	0	0	0	0	0	0	0.22677	0	0	0.70846	0	0	0.0144	0	0	0	0	0	0.22832	0	0	0.07994	0	0	0	0	0	0	0.16674	10.975	0	0	0	0	0	0	0	0.02597	0	0	0	0	0	0	0	0.60668	0.20079	0	0	0
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Blautia.s__Ruminococcus_torques	1.1841	0.48034	0.07175	0.71712	0.25774	0.0293	0	0.03069	0.03229	0.02208	0.00561	0.05677	0.09049	1.16865	0.05722	0.59272	0.27673	0.05066	0.24133	0.04766	1.0679	0.07619	0.04076	0.27684	0.13101	0.06608	0	0.01528	0.46024	0	0	0.33409	0.00817	0.04767	0.43636	0.0585	0.42876	0	0	0.5782	0.03361	0	0.12808	0	0.14171	0.53624	0.10514	0.19015	2.14933	0.01997	0.00355	0.07182	0.13091	0	0	0.09465	0.15619	0	0	0	0	0.13214	0	0.08939	0.42055	3.1779	0.03736	0	0	0.00649	1.07664	0	0.63124	0.54502	0.21684	2.47847	0.06529	0.63402	0.06588	0.27785	0.17395	1.0525	4.40679	0.06298	0.09833	0.53426
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_crossotus	3.41897	1.92403	0	6.00611	0	0	19.86885	0	0.31698	0	0	0	0	0	0	0	0	0	0	3.71494	1.27162	0	0	0.07687	0	0	18.38943	6.20204	1.16639	0	0	6.05334	0.72691	0	0.17726	4.74899	21.8855	0	0.20575	0.4653	0	0.0097	14.07429	0	15.47872	11.65532	0	3.56502	0	4.67502	0	0	0	0	0	0.30083	0.75996	0	4.15039	0	0	0	0	0.13946	7.65351	0	0	0.11137	0	0	0.78026	1.35225	0	0	0	0.01374	0	6.7846	0	0	3.33362	0.3105	27.32828	0	0	4.25963
k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Lachnospiraceae.g__Butyrivibrio.s__Butyrivibrio_sp_CAG_318	0.01538	2.80913	4.40573	0	4.68802	0	0	0	0.37373	0	0	0	0	0	0	0	0.21555	0	2.28502	0	0.30801	0.05079	0	0.00217	0	0	0.04744	2.02421	0.03263	0	0	0	0	0	1.24479	0	1.03724	0	0	0.13806	0.15029	3.6996	4.04727	0.12663	0.05915	0.5478	0.1375	0	0	26.87685	0	0	2.49348	0.24111	0	0.84914	0	0	0	0	0	0	0.7255	0.22616	5.59638	0.21035	18.93686	0	0	0.22021	10.20825	0.71619	0	8.00676	0	8.91197	0	0	0	0	44.46482	1.98272	0.35074	0.02762	1.05059	1.41696
